S train_x,D train_x,P(Df|e) train_x,P(D|e) train_x,S valid_x,D valid_x,P(Df|e) valid_x,P(D|e) valid_x,S test_x,D test_x,P(Df|e) test_x,P(D|e) test_x
0,1,0.9957318902015686,0.9963719844818115,1,1,0.4379594624042511,0.48046451807022095,1,0,0.41950327157974243,0.4634370505809784
0,1,0.9957318902015686,0.9963719844818115,1,1,0.9973549842834473,0.9965561628341675,0,1,0.9733512997627258,0.9831708669662476
0,1,0.9957318902015686,0.9963719844818115,0,1,0.9733512997627258,0.9831708669662476,0,1,0.9733512997627258,0.9831708669662476
0,1,0.9921325445175171,0.9942488670349121,1,0,0.4379594624042511,0.48046451807022095,1,1,0.9973549842834473,0.9965561628341675
0,1,0.9921325445175171,0.9942488670349121,1,1,0.9999955296516418,0.9989923238754272,0,1,0.9957318902015686,0.9963719844818115
0,1,0.9921325445175171,0.9942488670349121,0,1,0.9957318902015686,0.9963719844818115,1,1,0.9973549842834473,0.9965561628341675
1,0,0.4379594624042511,0.48046451807022095,0,1,0.9957318902015686,0.9963719844818115,0,0,0.16559158265590668,0.5067169666290283
1,0,0.4379594624042511,0.48046451807022095,0,1,0.9664953351020813,0.9791268110275269,1,0,0.49801650643348694,0.5358724594116211
1,1,0.4379594624042511,0.48046451807022095,0,1,0.9664953351020813,0.9791268110275269,1,1,0.9999926686286926,0.9989897012710571
1,1,0.9999578595161438,0.9989575147628784,1,1,0.9913241863250732,0.9909922480583191,1,1,0.9999926686286926,0.9989897012710571
1,1,0.9999578595161438,0.9989575147628784,1,0,0.41950327157974243,0.4634370505809784,1,1,0.9913241863250732,0.9909922480583191
1,1,0.9999578595161438,0.9989575147628784,1,1,0.4379594624042511,0.48046451807022095,0,1,0.9695021510124207,0.9809004664421082
1,1,0.9913241863250732,0.9909922480583191,1,1,0.9849116802215576,0.9850761294364929,1,1,0.9797819256782532,0.9803434610366821
1,1,0.9913241863250732,0.9909922480583191,1,1,0.9999926686286926,0.9989897012710571,1,1,0.9797819256782532,0.9803434610366821
1,1,0.9913241863250732,0.9909922480583191,0,1,0.9698798060417175,0.9811232686042786,0,1,0.9963110685348511,0.9967136979103088
1,1,0.41950327157974243,0.4634370505809784,1,1,0.9849116802215576,0.9850761294364929,1,1,0.9908078908920288,0.990515947341919
1,1,0.41950327157974243,0.4634370505809784,1,1,0.9908078908920288,0.990515947341919,1,1,0.41950327157974243,0.4634370505809784
1,0,0.4379594624042511,0.48046451807022095,1,1,0.9973549842834473,0.9965561628341675,1,1,0.41950327157974243,0.4634370505809784
1,1,0.4379594624042511,0.48046451807022095,1,1,0.9973549842834473,0.9965561628341675,1,1,0.9849116802215576,0.9850761294364929
1,1,0.9973549842834473,0.9965561628341675,1,1,0.9999926686286926,0.9989897012710571,1,1,0.9849116802215576,0.9850761294364929
1,1,0.9973549842834473,0.9965561628341675,0,1,0.9698798060417175,0.9811232686042786,0,1,0.9695021510124207,0.9809004664421082
0,1,0.9733512997627258,0.9831708669662476,1,1,0.9999926686286926,0.9989897012710571,1,1,0.9849116802215576,0.9850761294364929
0,1,0.9733512997627258,0.9831708669662476,1,0,0.41950327157974243,0.4634370505809784,0,1,0.9921325445175171,0.9942488670349121
1,1,0.4379594624042511,0.48046451807022095,0,1,0.9921325445175171,0.9942488670349121,0,1,0.017444567754864693,0.4193328320980072
1,1,0.4379594624042511,0.48046451807022095,0,1,0.017444567754864693,0.4193328320980072,1,1,0.9999926686286926,0.9989897012710571
0,1,0.9733512997627258,0.9831708669662476,1,1,0.9797819256782532,0.9803434610366821,1,1,0.9978044629096985,0.9969708919525146
0,1,0.9921135902404785,0.9942377805709839,1,1,0.9914019703865051,0.9910639524459839,0,1,0.9733512997627258,0.9831708669662476
0,1,0.9921135902404785,0.9942377805709839,1,1,0.9978044629096985,0.9969708919525146,0,1,0.9957318902015686,0.9963719844818115
0,1,0.9921135902404785,0.9942377805709839,1,0,0.41950327157974243,0.4634370505809784,1,1,0.9768029451370239,0.9775950908660889
1,1,0.9999955296516418,0.9989923238754272,1,1,0.41950327157974243,0.4634370505809784,1,1,0.9999926686286926,0.9989897012710571
1,1,0.9999955296516418,0.9989923238754272,1,0,0.4379594624042511,0.48046451807022095,1,1,0.9999926686286926,0.9989897012710571
