instance,nlat mean,nlat stdDev,fair mean,fair stdDev
"[False, True, False, False, True, True, False, True]",0.9477370398886064,0.05970923602575381,0.9764715520774617,0.029060698665545125
"[True, True, False, False, True, False, False, True]",0.9540047330014846,0.05262083667222691,0.9780469992581535,0.029571544003408477
"[True, True, False, False, True, True, False, True]",0.9457370305762571,0.06841485033695192,0.9858293007401859,0.018131770420463714
"[True, True, False, False, True, True, True, True]",0.8227677599472158,0.19976974969629852,0.9597646699232214,0.05990222651207093
"[False, True, False, True, True, False, False, True]",0.6164504228269353,0.2647563590114126,0.6659012250328327,0.38033235895989753
"[True, True, False, True, True, True, False, True]",0.941348507123835,0.07139696941984933,0.9800424716051888,0.0329349227562503
"[False, True, True, True, True, False, False, True]",0.6112771490040947,0.19996107206222807,0.347469833547674,0.4443387095580274
"[True, True, True, False, True, True, False, True]",0.9029249014223323,0.1752918073128982,0.9744402345489053,0.04863353389216994
"[False, True, False, True, True, True, False, True]",0.9662864839329439,0.03326040583442777,0.9918656892636243,0.01022426232739038
"[True, True, False, False, True, False, False, True]",0.9664010317886577,0.04316630641051832,0.9954772118259879,0.006421168540911764
"[True, False, True, True, False, True, False, False]",0.9622838216669419,0.05351438234201443,0.9946248163195217,0.007012651416385152
"[False, True, True, True, True, True, False, True]",0.9465607702732086,0.04767235698296509,0.9756158187108881,0.024706614854128013
"[False, True, False, False, False, True, True, True]",0.9467629632529091,0.07354706641019673,0.9925318763536566,0.011217140852497332
"[False, True, False, False, False, True, False, True]",0.868073425748769,0.18438278370996714,0.817784857152112,0.3840138783524135
"[True, False, False, True, True, True, False, True]",0.8206568272674785,0.19787297571265594,0.5855505649267476,0.4956577096811657
"[True, True, False, True, False, True, False, True]",0.9575003788751715,0.05037482531113551,0.9933850730166716,0.009991352213602221
"[False, True, False, True, True, True, False, True]",0.7388685792684555,0.22774738536496694,0.3814240646589657,0.48933544369244253
"[True, True, False, True, False, False, False, True]",0.9636714563650244,0.038632296351179346,0.9837840497493744,0.01938416757482926
"[False, True, False, False, True, True, False, True]",0.9545194839729982,0.06679462460387342,0.9900551648700938,0.013996891789136118
"[True, True, False, False, True, True, False, True]",0.7148786450133604,0.2625098135015922,0.3812742781943491,0.48892014711218446
"[True, True, False, True, True, False, False, True]",0.9594407923081342,0.05512671686789124,0.9943260462845073,0.009163167876605033
