instance,nlat mean,nlat stdDev,fair mean,fair stdDev
"[True, False, False, True, True, False, True, True]",0.9439912490984973,0.07942061726346665,0.9820815149475547,0.0334998148824266
"[True, True, False, True, True, False, False, True]",0.7321632644709419,0.22015340315564458,0.958816729924258,0.044683923975238626
"[False, True, True, True, True, False, False, True]",0.9576845432029051,0.049425372101884954,0.9965404885656693,0.0050286057981104365
"[True, False, False, True, True, True, False, True]",0.8073260249460444,0.2158812276165921,0.8829550576560637,0.202963780148912
"[False, True, False, False, True, False, False, True]",0.8952411080107969,0.18395525072765648,0.9235162200296626,0.17955466317987404
"[False, True, False, True, True, False, False, True]",0.9546463752494139,0.04417382713068068,0.9963764530770919,0.004027528074365234
"[True, False, True, True, True, False, True, True]",0.8256836323177114,0.19210527903941535,0.603734837119084,0.47982670980276204
"[True, False, False, True, False, True, False, True]",0.8946382771520054,0.15611591561572083,0.7834903122103938,0.4034431378376904
"[True, True, False, True, True, True, False, True]",0.9601393008933348,0.05825511020025825,0.9932487659594592,0.00958825205505491
"[True, False, False, True, True, True, False, True]",0.8153521997087142,0.20528459005075225,0.6159948348547059,0.4892497422903149
"[True, False, False, True, True, False, True, True]",0.6571254388374441,0.2044142466200693,0.1788422664223403,0.38507159142694136
"[True, False, True, True, True, False, False, False]",0.9631897281197941,0.03237715836060063,0.9968708262724035,0.002969300959845393
"[True, False, False, True, True, True, True, True]",0.7473922187791151,0.21799815050220903,0.3840633205254562,0.48811092341953166
"[True, True, False, False, False, True, True, True]",0.9756074372459861,0.03529802869029414,0.9980110122877008,0.0026304594919729354
"[True, False, False, True, True, False, False, True]",0.9488566465237561,0.06846752145193016,0.9834052061333376,0.03341466397893073
"[True, False, False, True, True, False, False, True]",0.7296093702316284,0.21631478820057548,0.3824113072375493,0.4891745084564248
"[False, True, True, True, True, False, False, False]",0.7392436783103382,0.23395683931028977,0.9569972806117114,0.05058225369628066
"[True, True, True, True, True, False, False, False]",0.9452440002385307,0.0744515786182076,0.9953329124871422,0.007326472362760757
"[False, True, False, False, True, True, False, True]",0.9554718364687527,0.057652433708318754,0.9846397322766921,0.028693674923211968
"[True, False, False, False, True, True, False, True]",0.8854233193046906,0.17817380172758113,0.9832445137641009,0.031711178201400556
"[True, False, True, True, True, True, False, False]",0.8242849076495451,0.2000019653100934,0.9690440104288214,0.03066079608621144
