instance,nlat mean,nlat stdDev,fair mean,fair stdDev
"[True, False, False, True, True, False, True, True]",0.9124842023148256,0.07297184838702993,0.969583544661017,0.03165721780557014
"[True, True, False, True, True, False, False, True]",0.9090263370205375,0.07654204793737825,0.9881277680397034,0.012489518457421042
"[False, True, True, True, True, False, False, True]",0.6857276734183816,0.17290070941256766,0.938439237720826,0.055052306221410406
"[True, False, False, True, True, True, False, True]",0.9332107743796181,0.05051364430911724,0.9912796441246482,0.008433271273637825
"[False, True, False, False, True, False, False, True]",0.9240843916640562,0.06580136190160858,0.9901402312166551,0.010102966778869765
"[False, True, False, True, True, False, False, True]",0.9056859752711128,0.07963143330938857,0.9889027914580177,0.010987251823230177
"[True, False, True, True, True, False, True, True]",0.6855157955604441,0.1911193475845534,0.8310027131262947,0.1957746604974792
"[True, False, False, True, False, True, False, True]",0.9516115609337302,0.03965610960537731,0.994570742635166,0.005600197553066803
"[True, True, False, True, True, True, False, True]",0.9267694897511426,0.057281212718321754,0.9910813061630025,0.008358800518416035
"[True, False, False, True, True, True, False, True]",0.9332107743796181,0.05051364430911724,0.9912796441246482,0.008433271273637825
"[True, False, False, True, True, False, True, True]",0.9124842023148256,0.07297184838702993,0.969583544661017,0.03165721780557014
"[True, False, True, True, True, False, False, False]",0.7020575921325123,0.17625857155151406,0.006478050840087188,0.004724857859872253
"[True, False, False, True, True, True, True, True]",0.9306796000284308,0.05240237992986573,0.9765877741224626,0.02473561447728755
"[True, True, False, False, False, True, True, True]",0.9548972073723289,0.0386150391239444,0.9853583398987266,0.018252959607122622
"[True, False, False, True, True, False, False, True]",0.9151555299758911,0.07136366440042786,0.987712949514389,0.013526472267349494
"[True, False, False, True, True, False, False, True]",0.9151555299758911,0.07136366440042786,0.987712949514389,0.013526472267349494
"[False, True, True, True, True, False, False, False]",0.6857276734183816,0.17290070941256766,0.005496085857671147,0.0036519792241694027
"[True, True, True, True, True, False, False, False]",0.6896130837061826,0.17707005290727204,0.00585357470588535,0.0041171116596192365
"[False, True, False, False, True, True, False, True]",0.9365714823498446,0.04999800630857991,0.9920134667088004,0.007212554738488829
"[True, False, False, False, True, True, False, True]",0.9428326662848977,0.04032616428833144,0.9922936102923225,0.007162586981164585
"[True, False, True, True, True, True, False, False]",0.7169548807775273,0.1999012296488021,0.008701001413796492,0.0068510350338276986
"[False, True, False, True, True, True, False, True]",0.9202952174579396,0.06385036496087554,0.9908289067885455,0.008363090745746236
"[True, True, False, True, False, True, False, True]",0.9491412324063918,0.045182616311664384,0.9946345160989201,0.005512834413520083
"[True, False, False, True, True, False, True, True]",0.9124842023148256,0.07297184838702993,0.969583544661017,0.03165721780557014
"[True, False, False, False, True, False, False, True]",0.9269100322442896,0.061016558193171824,0.9887933205155766,0.012731182435761235
"[False, True, True, True, True, False, False, False]",0.6857276734183816,0.17290070941256766,0.005496085857671147,0.0036519792241694027
"[True, False, False, False, True, False, False, True]",0.9269100322442896,0.061016558193171824,0.9887933205155766,0.012731182435761235
"[False, True, True, True, True, True, False, True]",0.6982219639946433,0.1926611489241948,0.938140299390344,0.060409118008481456
"[False, True, False, True, True, False, False, True]",0.9056859752711128,0.07963143330938857,0.9889027914580177,0.010987251823230177
"[True, True, False, False, True, False, False, True]",0.9233594080981087,0.0649815639920714,0.9892083336325252,0.011731332228847749
"[False, True, False, False, True, False, True, True]",0.9200946127667147,0.06664476526076833,0.9732502856675316,0.028757226650008
"[True, False, False, False, True, True, False, True]",0.9428326662848977,0.04032616428833144,0.9922936102923225,0.007162586981164585
"[True, False, False, False, True, True, False, True]",0.9428326662848977,0.04032616428833144,0.9922936102923225,0.007162586981164585
"[False, True, True, True, False, False, False, True]",0.7096099038334454,0.19629722037749528,0.9469569605939528,0.05127347944745584
"[False, True, False, True, True, True, True, True]",0.9237183490220238,0.059814661564402835,0.9764554763541502,0.024770410670529822
